,Created_time,Favourite_counts,Retweets_counts,Content
0,2022-10-21 15:28:00+00:00,2,0,Have you joined Vivino Plus yet? Introducing the new way to shop for wine with unlimited free shipping. Join at che… https://t.co/N6nRwujAKR
1,2022-10-07 14:15:13+00:00,0,0,@Dag_Zaggles Hi @Dag_Zaggles Thank you for bringing this to us. I'm sorry about this incident. Feel free to check i… https://t.co/StDZeaYyIX
2,2022-09-19 14:50:59+00:00,0,0,"@rickyleepotts Hi Ricky, we're sorry for the delay in response. Our Team is doing their best to answer inquiries as… https://t.co/5lcAPujpCY"
3,2022-08-31 18:18:30+00:00,10,2,Hint: this experiment by @Esther_mobley affirms what we already knew 🍾 https://t.co/qwLDWddm5p
4,2022-08-17 08:43:22+00:00,0,0,"@wechillwithbob Hi Emmanuel, we apologize for the delay in our response. We are looking into your order details and… https://t.co/mTle2pJbnH"
5,2022-08-12 11:53:05+00:00,0,0,"@HAJMcLaren Hi Hugh,
Thanks for your message.
You can contact our UK support team directly on: uk.orders@vivino.com… https://t.co/myrifq8Uea"
6,2022-08-02 08:24:52+00:00,0,0,"@suburbanlolo Hi  Lolo,

Thank you for sharing your feedback and please accept our apologies for the unusually leng… https://t.co/StJ63Eidgv"
7,2022-07-19 16:37:36+00:00,0,3,"RT @tech_eu: Aging like a fine wine: Catch @Vivino founder Heini Zachariassen (@heinizach) sharing the scale-up's fascinating story

&gt;&gt; htt…"
8,2022-06-02 16:24:30+00:00,10,2,Want to celebrate the #PlatinumJubilee in regal style? #Vivino is here to help. @CristineStruble shares our global… https://t.co/PclPVzNMr5
9,2022-05-19 18:42:08+00:00,1,0,@pantopinik @mapstr_app Clever idea here! 😉
10,2022-05-18 15:30:23+00:00,6,3,@wineindustrynetwork asked us how we help users find the right wine every time. Our secret sauce? Community wisdom… https://t.co/DpqM2t58qr
11,2022-05-11 15:11:07+00:00,3,1,@nucleair Hi @nucleair thank you for bringing this to our attention. Vivino condemns this kind of hateful speech.… https://t.co/jJ6Xnozcsl
12,2022-04-28 07:51:21+00:00,1,0,"@BelgradeVIP Hi Ivan Agbaba, thank you for reaching out to us. We are able to provide support across our social med… https://t.co/GnbP2F8U7w"
13,2022-04-26 08:52:28+00:00,0,0,@BelgradeVIP Thank you for taking the time to reach out to us! We are always so grateful for any feedback from our… https://t.co/fYVXTaveFA
14,2022-04-26 05:32:59+00:00,0,0,"@liquidmotion Hi, we're sorry to hear of what happen with your order. Your feedback is important to us and we'd lov… https://t.co/DkIBqp2sHv"
15,2022-04-14 20:43:39+00:00,1,0,"@BubblyBubble Hi, we're sorry to hear of the issue regarding the wine reviews on our mobile app. Your feedback is i… https://t.co/xMRc4uwJfO"
16,2022-04-08 04:41:51+00:00,0,0,"@ThomasMeurling Hi Thomas, we're sorry to hear of what happen with your order. Your feedback is important to us and… https://t.co/jR38PIDhIe"
17,2022-02-21 16:53:21+00:00,2,0,"@pic_matty Hi Matty,
Normally Rioja wines age well and are developing and drinkable up to around 15 years after rel… https://t.co/8b0EmiPjuu"
18,2022-02-21 10:19:44+00:00,1,0,"@PackageRyan Hi, thanks for asking.
The offer wines are noted with a mark, each one telling how much you save in pe… https://t.co/GhOItIiFmQ"
19,2022-02-18 10:25:49+00:00,1,0,"@8Noir Hi.
You can easily send to another person/address, but receive the invoice yourself. Invoice is sent per E-m… https://t.co/suITO8rnTl"
20,2022-01-17 08:34:40+00:00,0,0,"@Shineanthology Hi Jetse,
Thx for your message.
Hasn't your order arrived yet?
According to the Budbee portal it sh… https://t.co/WiQp5thX0x"
21,2022-01-11 15:15:18+00:00,1,0,"@hetisHubert @PostNL Hi again Hubert,
As we are informed, a member of our NL Team have been in contact with you for… https://t.co/hM502aBDBR"
22,2022-01-10 12:17:57+00:00,0,0,"@hetisHubert @PostNL Hi Hubert,
Your issue is being handled directly by both Post NL and our Ducth Customer Success… https://t.co/oRpJdzI5XK"
23,2022-01-07 15:24:27+00:00,0,0,"@Tutnes Could you please send an E-mail to dk.orders@vivino.com (att. Jens), explaining the subject and your questi… https://t.co/gL3geK7L7s"
24,2022-01-07 08:34:23+00:00,0,0,"@Tutnes Hi Tarjei,
Thanks for asking, but there are no API's connected to the Vivino app.
Cheers,
Vivino Customer Success"
25,2021-12-27 12:01:53+00:00,1,0,"@june_bug_june Hi June,
Try in your Vivino app profile's ""Settings"" to scroll down and click ""Restore my data"" - Th… https://t.co/kUJCCLdywB"
26,2021-12-20 13:20:18+00:00,0,0,"@RafaYamamoto Hi Rafael, so sorry to hear that you are experiencing delays in receiving your order. Your feedback i… https://t.co/e6FNpUFmcA"
27,2021-12-20 10:23:12+00:00,0,0,"@SkyHighYYC Hi Chris,

Thanks for your attention!

I'll make sure this is reported to our Wine Data team and correc… https://t.co/9wqV0JTEAS"
28,2021-12-14 15:46:41+00:00,0,0,"@zayamensch Hi Zaya, Vivino here reaching out about this issue. 

We apologise for this inconvenience. 
I’m happy t… https://t.co/xWpovRoNeO"
29,2021-12-10 13:36:37+00:00,0,0,"@thebeaglerunner Hi Melanie,  

I’m happy to look into this further for you. Can you provide me via DM with your Or… https://t.co/bicODtDShm"
30,2021-12-02 17:58:08+00:00,0,0,"@ragingbulb Hi David,

Appreciate you sharing your feedback. May you please send us an email along with the details… https://t.co/797FvyneIv"
31,2021-12-02 11:10:44+00:00,0,0,"@acodeguy Hi Andrew, you can DM us with your info (email &amp; address) and we can take you off the mailing list. You c… https://t.co/CZleD6jU8S"
32,2021-12-01 18:19:51+00:00,0,0,@lieuDawg @Lousy Hi Kendra. We're incredibly sorry to hear about your experience. We've reviewed the related order… https://t.co/8qrZUCUWH2
33,2021-12-01 17:29:39+00:00,0,0,"@omattysomaha Hi, we're sorry to hear of the issue with the Black Friday coupon code. Your feedback is important to… https://t.co/9KBMvJhnDa"
34,2021-12-01 10:43:32+00:00,0,0,"@lieuDawg @Lousy Hi Kendra, so sorry to see this. Would you be able to send us your order details via DM so we could sort this out for you?"
35,2021-11-30 17:08:01+00:00,0,0,"@dhayes67 Hi, we're sorry to hear of the issue with the Black Friday coupon code. Your feedback is important to us… https://t.co/zHe5VI8SN2"
36,2021-11-29 16:05:19+00:00,0,0,"@Major_Grooves Hi Steven, thank you for flagging this. We spoke with the relevant team and in order to help you res… https://t.co/L828F0KAVF"
37,2021-11-23 16:06:33+00:00,0,0,"@SalahElBaba Hi Salah, so sorry to hear that. What is the error you're getting? You can send us more details via DM… https://t.co/OSdDR2mSzU"
38,2021-11-19 02:27:25+00:00,1,0,"@MarkGudgel @Twitter Yes, you rock, Mark!"
39,2021-11-19 02:25:47+00:00,0,2,RT @HarpersWine: English sparkling triumphs at @vivino Community Awards - Harpers Wine &amp; Spirit Trade News https://t.co/PvAz2AmYPa
40,2021-11-19 02:24:13+00:00,0,2,"RT @wine2wineVerona: Everyone who loves wine knows Vivino. We spoke to @heinizach, founder of @vivino, about how wine customers approach on…"
41,2021-11-19 02:20:39+00:00,0,4,"RT @VivaTech: Something for the vino lovers! 🍷
Founder + CEO of @vivino, @heinizach, emphasized the scale of the growing wine tech and the…"
42,2021-11-18 18:10:37+00:00,4,1,"@wineenthusiast named Vivino Retailer/Marketplace of the Year! Our reaction in a nutshell:🥳🍾🤗💃 Cheers to YOU, our a… https://t.co/yhsgNqRCWH"
43,2021-11-16 23:38:30+00:00,11,1,"54M+ wine drinkers can’t be wrong, right? Vivino’s community has spoken, revealing the best wines of 2021:… https://t.co/LtsTl9xLOn"
44,2021-11-11 16:57:46+00:00,0,1,"RT @danmurrayserter: What a brilliant conversation with the founder of @vivino  which, in fairness, was more about life than it was about #…"
45,2021-11-11 11:14:48+00:00,0,0,@Swd3275 Thanks for sending your info in DM. We'll have someone get in touch with you shortly.
46,2021-11-10 11:58:52+00:00,0,0,"@Swd3275 Hi BoB, so sorry to hear that one of the wines wasn't a good fit. We'd love to pass your feedback to our W… https://t.co/AihPX8aJFR"
47,2021-11-04 01:28:07+00:00,0,0,"@steven_close Hi, thanks for reaching out. We like to take a closer look of the issue reported, please feel free to… https://t.co/KO07dPon14"
48,2021-10-22 08:43:57+00:00,0,0,"@PaulRemarque Hi Paul, so sorry to hear that you did not have any response yet. Your feedback is important to us. T… https://t.co/m6nG0IvwWB"
49,2021-10-21 16:50:18+00:00,0,0,"@_captainscience Hi, we're sorry to hear of what happen with your order. Your feedback is important to us and we'd… https://t.co/5aduFlGlW3"
50,2021-10-12 01:10:30+00:00,0,0,"@katynmcneil Hi, thank you for reaching out and we sincerely apologize for the delay in shipping your order. We are… https://t.co/L2OF9UFjI0"
51,2021-10-11 09:36:16+00:00,0,0,@PhilthSmith Hi there! We are redesigning the rating system and it will be released in the upcoming versions of the app. Thanks for asking 🍷
52,2021-10-07 18:20:59+00:00,1,0,@teamaaz Hi Cedric. Thank you for you feedback. We shall escalate this issue to our team to make it right for you.… https://t.co/IRvaL81Wq9
53,2021-10-06 17:48:08+00:00,0,0,"@macbody Hi, thanks for reaching out. We'll be happy to help and explain how to add wine from our database. Please… https://t.co/SJ224zgWZ5"
54,2021-10-06 09:42:15+00:00,1,0,"@brandonscript Hi Brandon, thank you for reaching out to us. Please feel free to contact us following the link… https://t.co/CxeOeVLVfL"
55,2021-10-01 19:33:51+00:00,0,0,"@pigsonthewing Hi, thanks for bringing this to our attention. We'd love to look into it for you. Please send us a D… https://t.co/Cafw5hGsHf"
56,2021-09-28 12:01:24+00:00,0,0,"@GosetCharles @GouttesDivines Hi Goset, thank you for reaching out to us. We are able to provide support across soc… https://t.co/ZLkU46rdD5"
57,2021-09-14 07:31:58+00:00,0,0,"@b_vanderbrook Hi @b_vanderbrook, so sorry to hear of the issue you're facing with Wine Adventure. Your feedback is… https://t.co/cG1RzP6PiC"
58,2021-09-07 09:31:26+00:00,0,0,"@thebeaglerunner Hi Melanie, we are so sorry to hear this. Would you be able to give us more information in DM so w… https://t.co/1LgqDrHcZZ"
59,2021-08-30 12:31:24+00:00,0,0,"@thegraycat Hi @thegraycat 

Thanks for bringing this to our attention. We're sorry to hear that you were not able… https://t.co/VAngiR9umR"
60,2021-08-25 17:40:12+00:00,11,1,"It’s not too late to celebrate rosé season with @PostMalone's highly rated @maison9wine, which debuted its 2020 vin… https://t.co/LKnR24SVWx"
61,2021-08-11 15:20:17+00:00,1,0,"@heytrooblue Hi Joe, 

Thanks for bringing this to our attention. We're sorry to hear about the issue in accessing… https://t.co/pEyfHw02S4"
62,2021-08-09 10:02:57+00:00,0,0,"@axelvnk Hi Axel. I'm sorry that you had issues when trying to use our code. We would love to help, but we'll need… https://t.co/viqD5VBILl"
63,2021-08-09 08:38:58+00:00,0,0,@andywatson66 Hi Andrew. I'm sorry that you are facing issues with your delivery. I can see that one of our Custome… https://t.co/WQ93dwdrbS
64,2021-08-06 13:51:26+00:00,0,0,"@Fabi1611 Hi @Fabi1611, we're sorry for all the emails. Your feedback is important to us, please send us a DM provi… https://t.co/QAtPwUm7BX"
65,2021-07-28 22:26:20+00:00,0,0,@madgingerbread Oh no! we're sorry to hear about the techical issue your facing with our mobile app. We'd love to t… https://t.co/FbLQLRfnqE
66,2021-07-19 08:55:11+00:00,0,0,"@JanVerdier Hi, Jan. I'm sorry to hear that you're still receiving communications in Spanish, even when your app is… https://t.co/6yrzjF9hxy"
67,2021-07-16 15:38:20+00:00,0,0,"@EllisGBS Hi, We're glad to hear that you're enjoying our mobile app features and services. Please feel free to upd… https://t.co/NxQ1aW9nKN"
68,2021-07-14 19:44:46+00:00,1,0,"@LeoBombayage Hi @LeoBombayage, thanks for your inquiry. Apparently we only deliver within US, Canada, some areas i… https://t.co/VzGwcc9YFD"
69,2021-07-14 16:18:40+00:00,0,0,"@LeoBombayage Hi Leo. Sadly, both wines are unavailable to ship in the Netherlands at the moment.… https://t.co/1Qfg2Tcvpx"
70,2021-07-13 07:38:16+00:00,0,0,"@ChristopheTI75 Hi, Chris. We are always doing our best to balance our customer's needs and the ones of our partner… https://t.co/II0789GS3j"
71,2021-07-09 13:47:34+00:00,0,0,"@EdwardScandrett Hi, we're sorry to hear and see what happen with your order. Your feedback is important to us and… https://t.co/i8VGBXSywW"
72,2021-07-09 12:32:05+00:00,1,0,"@Nordbergh Hi, thank you for your feedback. We have forwarded it to the relevant team who have taken action."
73,2021-07-09 12:30:04+00:00,1,0,"@ufomedia Hi Thomas, thank you for bringing this to our attention. We take our users' feedback seriously and you ca… https://t.co/ac1ScJUlTN"
74,2021-07-05 13:51:09+00:00,1,0,"@GonyeaPhillip Hi Phillip. We would love to look into this further, but we will need more details. Could you please… https://t.co/0GaeX42Yvx"
75,2021-06-30 07:58:59+00:00,0,0,@KruiseGabbana Hi @KruiseGabbana. We would love to look into this further. To best support you please contact us fo… https://t.co/sdzkxoWiL7
76,2021-06-24 23:12:41+00:00,0,0,"@cyberpostpunk Hi, thanks for bringing this to our attention. To gather an in depth details, we have send you a DM… https://t.co/do6VbEn2Si"
77,2021-06-23 17:51:26+00:00,0,0,"@CarolynGierer Hi, we are glad that you find interest to be a Wine Club member. The curated wines are based on your… https://t.co/M2a7bQHbHN"
78,2021-06-23 10:00:17+00:00,1,0,@margaret_ruane Hi. I'm so sorry to hear you're experiencing issues with our 25% code. Would you be so kind to cont… https://t.co/TyUkxgR1K2
79,2021-06-22 22:10:14+00:00,0,0,"@miss_surrey Hi @miss_surrey, thank you for reaching us. You may need to update the selected country to UK in order… https://t.co/cQZUehQvmM"
80,2021-06-21 21:00:38+00:00,1,0,"@KelseyFarish Hi Kelsey, thank you for writing in and we're sorry to hear that the result of the scanned wine misma… https://t.co/1M5A8RapC3"
81,2021-06-16 23:18:07+00:00,0,0,"@JohnLincolnusa Hi @JohnLincolnusa, thanks for bringing this to our attention. We're sorry to hear that your order… https://t.co/XOP4b1Npm9"
82,2021-06-14 14:06:07+00:00,0,0,"@pjay005 Hi! So sorry to hear about your experience. Your feedback is important to us. To best support you, we need… https://t.co/tg5Yrsarpa"
83,2021-06-14 10:11:32+00:00,0,0,@WineStopDTLA Hi. The prices in our database are based on two types of sources:: Online retailers when available &amp;… https://t.co/c9fH1ZUduX
84,2021-06-14 10:07:19+00:00,1,0,"@znzbzztrzz Hi, so sorry to hear that your father can't log in to his Vivino Account. To best support you, we need… https://t.co/13oeqrqcRO"
85,2021-06-10 09:11:35+00:00,1,0,"@koenbroumels Hi Koen! The option to ""Continue"" is a recommended setting by iOS. We are including this screen in or… https://t.co/9Utfzyjbhu"
86,2021-06-04 16:00:10+00:00,0,0,@Martin_Malt Hi Matt. Appreciate you reaching out to us. We have sent you a direct message for us to have a look at… https://t.co/N1SiV1iL3I
87,2021-06-03 14:27:19+00:00,46,6,"Vivino is proud to announce that we have appointed a new CEO, Olivier Grémillon, effective July 26th. Olivier will… https://t.co/6NAwv5IPwq"
88,2021-06-01 14:34:02+00:00,0,0,"@sergeiklimov Hi Sergei! The option to ""Continue"" is a recommended setting by iOS. We are including this screen in… https://t.co/ZYfSjBoOOb"
89,2021-05-31 13:49:59+00:00,0,0,"@siprice82 Hi @siprice82. Your feedback is important to us. To best support you, we need a few more details. We've… https://t.co/hhfMMh6lKk"
90,2021-05-31 13:08:54+00:00,0,0,"@VenerArsene Hi there! Thank you for your feedback on our email frequency, be assured that we have taken good note… https://t.co/n1AJb8O9E4"
91,2021-05-31 09:36:17+00:00,1,0,"@Pinotjon @Caiarossa Hi @Pinotjon, thanks for bringing this to our attention. We're sorry to hear that you received… https://t.co/TgO4mK1qd2"
92,2021-05-26 17:34:04+00:00,0,0,"@GaryLeon1960 Hi @GaryLeon1960, a member of our team responded via email with the update in regards to your order.… https://t.co/LcX1Wiz58A"
93,2021-05-25 14:40:35+00:00,0,0,"@pedrosorren Hi Pedro, thanks for chatting with us in DM. We are happy we've been able to help you with the order i… https://t.co/Nshed7bVqg"
94,2021-05-25 08:30:47+00:00,0,0,"@GaryLeon1960 Hi @GaryLeon1960, we're sorry to hear you haven't heard back from us! We've looked into your inquiry… https://t.co/Fw7YkRW6Sq"
95,2021-05-24 14:41:44+00:00,0,0,"@pedrosorren Hi Pedro, a member of our team is getting in touch with you via DM with a solution in regards to your… https://t.co/yxM6Mak8Cv"
96,2021-05-24 12:47:47+00:00,2,0,"@pedrosorren Hi @pedrosorren, we apologize for your recent experience. We will look into this matter further, to av… https://t.co/0paPQMr9Cs"
97,2021-05-21 10:12:55+00:00,0,0,"@T_W_Jarvis Some ISPs have family filters enabled by default, and Vivino can get blocked by these. If you find you… https://t.co/ZlavPfSx17"
98,2021-05-21 10:12:29+00:00,0,0,@T_W_Jarvis Thank you for reaching out to Vivino. Users usually get this message because of some content filter blo… https://t.co/HKbd8qXcgj
99,2021-05-19 12:53:37+00:00,1,0,"@caludio @neillfontes I'm glad you enjoy Vivino! We work with several fulfilment partners around the world, and we… https://t.co/KiV6Gw6lHn"
100,2021-05-17 16:00:34+00:00,0,0,"@jmlenart Hi John! Sorry to hear that, we receive a lot of requests to become an affiliate , and it can take a bit… https://t.co/ZtHkrCw5TI"
101,2021-05-11 13:43:40+00:00,0,0,"@pedrosorren @pedrosorren Hi, Oh no! we're sorry to hear about the order incident. Would you please send us a DM al… https://t.co/AVgkhpPR6L"
102,2021-05-07 12:52:34+00:00,0,0,@sachafaust Hi @sachafaust we sincerely apologize for the delay in our to your email. Thanks for the feedback as we… https://t.co/PiuhKQxqZx
103,2021-05-05 08:03:54+00:00,1,0,"@darrenmmckay If you need anything else, or prefer to call us, please feel free to reach out to our lovely dedicate… https://t.co/a5wvNPtI6D"
